Stock,BuyPrice,BuyVolume,SellPrice,SellVolume
600642.SH,53808.2335836211,14061509204,57266.47210745136,76758375967
600648.SH,117367.58544511849,1984854027,124671.0196289692,23616134562
600655.SH,74575.91821136809,15867094578,78770.91662829943,120190683704
600667.SH,50737.65536811975,9220489746,54143.3471594289,47556149425
600673.SH,85629.1556186642,20254150980,91776.03797564503,176612527897
600699.SH,138351.59219380133,29980907048,146582.61491870746,425023701192
600704.SH,46816.38056569011,61266579248,49396.30849080378,290529785809
600705.SH,32160.19538769196,52231942798,33846.44010921393,171229548242
600707.SH,40491.41036310778,22477031500,43693.59502662677,93081826390
600718.SH,97952.35889351311,14153832695,104240.6113448721,141647734284
600728.SH,51909.46149625622,41584306996,54929.22752057635,219459078210
600737.SH,68246.76102054382,40212109148,73287.90165848906,277978822027
600739.SH,123239.4031483591,6244562207,131148.65343995838,78474412609
600755.SH,68885.08465048022,20327638905,74502.61274211637,145019439797
600764.SH,225898.68215238178,4187054553,242528.69940494755,96153828429
600765.SH,303512.08780213393,25245702279,322115.4803763655,784591928956
600782.SH,40144.89017129097,35385729600,42116.56892513719,144216126160
600787.SH,48387.688314240586,25314453624,51396.819686225695,125139582341
600801.SH,145964.78078752436,9129801414,154535.24577993774,135772346944
600808.SH,27798.23130129705,31424475343,29382.53955275211,88687424395
600820.SH,51878.82120187119,23108019545,54705.18802567216,121190354900
600827.SH,118653.37858414442,25035148090,125934.49095949766,302676065849
600839.SH,25924.632503147965,47621468451,27182.795596822798,125183410328
600848.SH,116747.9220863635,1647457695,124806.57520574993,19682081748
600859.SH,274005.96374591545,48681930781,294330.0685883646,1371103145525
600862.SH,218724.66770021868,9755759249,233637.9782483024,218066088770
600863.SH,34251.507629758366,84220394129,36397.6545857306,292629982176
600867.SH,90180.2507372096,10634782824,95820.60133553241,97863508305
600871.SH,19539.776525245114,52579737725,20435.59586469857,104003911372
600873.SH,100694.66924918367,49133759231,107156.08262369157,502432549819
600879.SH,66592.19340724093,80828822948,71500.17817849692,551869678695
600885.SH,331765.8686386501,14555197790,349727.31816781533,493700504018
600893.SH,417638.9609436454,25481891182,438173.54282384156,1081038753042
600895.SH,111120.70989066902,8873386431,117588.30062543186,100610953580
600901.SH,52064.25029762098,24442315768,56947.75970036038,133026364371
600906.SH,74931.87260735854,47511579186,79518.54972460175,362725123563
600909.SH,45455.461928896904,49131999031,47877.900926200564,226334888591
600917.SH,77913.43285875124,6806610086,82753.3035769749,54013704665
600928.SH,34192.50921614402,22457168600,36559.15111930835,78800004474
600956.SH,91758.2008550915,6973885150,100671.19367140015,67647103734
600959.SH,29000.2619462009,136401924507,30835.151722308154,403217111307
600967.SH,80418.66260858701,7711684657,86633.85521394188,63433497966
600968.SH,28477.868927065534,41176237627,29786.760114731427,119309812230
600985.SH,126589.43552887041,12492994983,133150.03402035794,160822566244
600988.SH,178695.18442712488,41639545593,188580.1742528714,755543041195
600998.SH,128640.61328143641,9041876895,136278.49627583008,118480733377
601000.SH,26793.765238197782,65891281366,28136.075305134036,179147687668
601005.SH,15497.086511416504,34329005477,16116.79815544437,53906226299
601012.SH,415112.07644019305,124303646161,443722.6127633165,5312093299496
601058.SH,96708.1221463791,62165635298,105082.34232330235,627419584873
601066.SH,235272.04818496175,16234523669,249487.4288821249,387658712590
601077.SH,34906.35219572788,59224571080,36066.46176544968,208443169372
601098.SH,96551.63756140553,12130188995,103015.3837271394,120076515442
601106.SH,28963.726182564526,13255611958,30472.02636140668,38896702232
601108.SH,70375.28051873401,23444123503,74206.077483559,166896691817
601118.SH,42689.13770924376,15450834540,45082.76657318435,66721563783
601128.SH,73857.89019188362,58769238713,76722.79068182052,441846216256
601139.SH,64382.17071031625,9932552814,67982.31586963008,64743710692
601156.SH,150914.37009007367,12733227490,160035.1646329248,194362087528
601158.SH,50888.53310582397,5596504611,52830.152077780665,28716865481
601162.SH,28232.64457020176,266860056863,30171.616643899044,763546948403
601168.SH,100140.35376292058,25914740372,108412.25326490485,265297575949
601179.SH,45174.727369786575,15476564380,48227.54855916066,71209938200
601187.SH,56218.19290999748,13445455808,59734.2557547687,76778142475
601198.SH,76197.90814274098,19407369205,80876.03178649147,150110717281
601225.SH,182289.12181021497,58595707964,192279.49094385543,1083176131284
601228.SH,30688.38640865063,20951741600,32517.763258653034,65424153713
601231.SH,157889.99889271875,17373011754,171608.0268606579,285432500775
601233.SH,139885.44639689825,27755932229,149725.52107293883,396995861100
601288.SH,28818.223376161957,1038839414963,29397.05453013334,3016391351384
601298.SH,54444.522633656066,21678144357,57800.4597146104,119975585336
601333.SH,21861.31014339857,137183252716,23087.307499312414,304164838834
601456.SH,110984.86570767165,96306481711,119603.69652279615,1096446513047
601555.SH,64044.80616684002,35572985683,68413.25263169414,232608367598
601568.SH,56152.38191940686,4587777810,59351.020320466334,26088330665
601577.SH,66585.40682089636,14454264426,69292.94239931612,97616218481
601598.SH,37588.30220787523,46644967929,39516.152678645856,177522422000
601607.SH,175996.7386652523,59376850600,188301.41765308598,1060707835654
601608.SH,34361.36375649812,6981985892,36412.02630804798,24262390908
601611.SH,74094.97310058358,13147611994,79426.51991916994,99810478791
601628.SH,361194.70232727623,24233936597,382964.1766900675,901062798073
601633.SH,291593.1542717294,64769084488,312324.19982511475,1949468164751
601636.SH,112653.99330069442,61060710978,121091.60243488895,701620709906
601665.SH,41220.29321709214,18797294318,43576.12916508386,78650932281
601666.SH,107509.92174000658,55440630142,112158.25574834555,603920769969
601668.SH,52863.19304681419,465946001928,55829.75239719205,2507943669346
601669.SH,69357.02420374892,238355917299,73126.2842150097,1672484254386
601688.SH,125235.37961635474,53176018572,132062.282902846,677912879348
601696.SH,104344.34466617882,27182710512,110384.70888573446,288158210812
601699.SH,165715.8637127073,39714226403,175100.72632875215,675972614393
601717.SH,110291.70063036121,22114001977,117581.49139097203,248496304316
601718.SH,28707.39395486218,35148759732,30092.858847027157,101956768988
601778.SH,53396.0658079016,313897813516,57364.99932631697,1723866976422
601828.SH,46127.832891087695,43133679350,49095.35528042749,202386390094
601857.SH,49052.69595185496,194210477745,51041.16093846793,965028379994
601866.SH,23988.068001594795,43750270079,25013.612724927367,105753495420
601869.SH,322234.8002191114,4010878571,344324.7444645671,131172149972
601872.SH,55292.723248097915,66758904519,58279.94748813555,375134985716
601880.SH,15972.623751711912,180594941777,16894.083779264532,291308119362
601888.SH,2109893.615723019,24744622939,2237645.14259687,5344275173370
601899.SH,98018.46365733871,379902052815,102830.98968597899,3803738064024
601919.SH,99901.7161178694,129377159297,106851.6837675702,1323449669908
601928.SH,76354.54529741172,20024355952,81481.22311614035,156894522515
