Stock,BuyPrice,BuyVolume,SellPrice,SellVolume
601958.SH,108943.00459520658,124476422608,122740.95213864505,1447414452291
601969.SH,72706.46240505885,124202647578,78724.88886125808,930235102001
601990.SH,78186.50000995926,17386394513,83385.0357411926,137957234816
601991.SH,27256.571763781034,215626026191,28783.59328454068,597501547471
601992.SH,24963.27493320432,49616453406,26262.241594361414,125121114604
601995.SH,378223.29467301536,5108292092,398988.32100279967,196110190448
601997.SH,53913.861620967786,14903390716,57402.19637897248,81823414985
603000.SH,155894.35107320375,311905487532,174551.6910019511,5115395443232
603026.SH,916631.3322237786,2472700047,971049.8334833792,230266403621
603077.SH,29965.27783484204,308430837491,31679.38270903225,945348548910
603127.SH,574207.4876915239,9659546063,623100.6491605768,565398614998
603156.SH,212127.88420606675,4547285106,230236.49753473807,99875546882
603160.SH,490827.52268727374,4400656665,526359.1208129295,221624435632
603218.SH,197902.16923520324,20832069926,210913.20277815044,422195807159
603225.SH,106621.89934789286,18408279137,116570.77287892415,200004140894
603228.SH,198793.58116301766,1937508998,210972.45702955982,39065218050
603233.SH,384642.3215504118,15059063078,417991.66738356097,592810544031
603267.SH,989860.0696293093,3771195530,1047831.4653620793,382927393622
603317.SH,266382.9649258174,9627211289,284600.6935750995,261928556058
603345.SH,1591462.5324790212,6309952148,1659097.6878713327,1021488879556
603355.SH,274544.22703325294,2049704261,293618.0047729294,57875513896
603379.SH,282512.3077501784,11390398435,300975.7329604563,331324994400
603444.SH,3082368.0920424033,2024165708,3295203.9447892425,642816709139
603456.SH,417062.4341878678,12843476641,441753.87128031556,544871506183
603517.SH,601122.1186013685,7843037207,639805.8096044826,478737606789
603568.SH,182206.25787430137,9393496820,193195.05430723494,173899399659
603589.SH,562128.2086717876,23315457744,601133.5665126471,1346514993687
603596.SH,774963.4668396995,11196674050,827354.9250786535,901131652235
603605.SH,1650475.4193035234,1825137728,1725486.1739428125,305422256352
603606.SH,660110.6488668069,27312921653,701436.717485925,1851883392180
603613.SH,864030.4364104557,11523164338,928247.9134555747,1031755979187
603638.SH,146628.6537820844,1197174500,155810.59181921245,17829413507
603650.SH,299336.87837470917,6801890548,325003.9732310205,212222223377
603658.SH,605725.7727811611,7800041355,645022.0287277291,480632523367
603688.SH,1297660.839376656,11567649052,1365494.2451378864,1539096449213
603707.SH,175459.96254145927,13790805243,186288.61368438872,247841885555
603712.SH,342630.5316239991,20044060987,362113.14170259633,698669356359
603719.SH,361854.25602334755,6725375902,380644.4618142562,247133214665
603737.SH,1115946.4855633248,3727069966,1173102.4663070997,422607852146
603786.SH,646449.5020781223,1388534469,677021.885225686,91251418919
603816.SH,415284.25966975716,4524982550,439635.1156041826,192939793428
603858.SH,207576.22393861128,24681961331,223547.1493324985,524456025406
603866.SH,149521.32919884767,23967450751,158927.70609840707,366173431975
603868.SH,652714.2262454912,1337435334,700306.0641650355,90848999454
603883.SH,393949.4487594796,14062953672,423027.100733736,564830715602
603885.SH,158790.35211411194,24473240400,169495.5723344903,396860984953
603893.SH,668419.3837791332,3085066106,713941.7897449841,211961208357
603927.SH,286808.85928360466,11800337205,305902.2116543851,349009956714
603939.SH,608788.674564853,17034355872,661337.7777104863,1065500311054
605358.SH,419946.3295398215,10740018794,447458.14866063156,459740369833
688002.SH,365080.9369422994,11622128798,402355.69670265116,437708748220
688006.SH,433361.05715767335,2679745360,491708.0247185951,119390144272
688009.SH,46848.04519889116,13668883376,52360.78885298374,65452496250
688029.SH,806970.4832853586,3039840363,880508.9425471231,250677137784
688063.SH,3029957.4286291185,6503716243,3271684.5775576904,2043978349197
688088.SH,212290.6924914996,1409392506,247544.5739534029,31795325610
688099.SH,688307.1654896786,7882152900,759907.1125139118,554748582241
688116.SH,760704.3714725382,3095510989,845985.5405157025,245238081627
688122.SH,922120.645534809,6452021707,1011825.3135714529,616922841170
688185.SH,1427447.3909286573,9389078826,1649501.030024011,1400695122340
688188.SH,2139714.4165674224,289056819,2340102.369295704,64047802584
688208.SH,310311.456531512,10010649258,342790.1443899,322971997807
688256.SH,536608.3539730047,3790852743,606399.4085452167,209909353568
688289.SH,214597.96675099057,5601409339,241152.1753003318,123455163558
688301.SH,4472461.575501084,185276299,4868289.432234674,84846124090
688385.SH,689932.0141852805,8185510002,748629.0815266477,576714951147
688390.SH,3160733.281477517,4791903549,3385960.9598660655,1553787317168
688521.SH,426597.1995325542,2588041736,469539.3753661216,115633062897
688538.SH,26331.43278668579,14505161945,28992.90533912238,38803640271
688567.SH,263073.1903849275,12764175805,297380.78908614436,345261386860
688690.SH,505836.8210911926,6419423710,548141.5706889672,337453176785
688772.SH,182211.13132218918,16528959892,201798.20599837153,309367727517
688777.SH,896612.7143067351,2772171322,971641.6897625613,253509739748
688779.SH,141917.4823627158,22103759747,157755.6630787842,326350847037
688819.SH,356944.7591244527,2235112327,393685.5125850132,82419962828
688981.SH,396595.79741068394,14551709701,450921.6858017012,598971342240
